@male@female@kategoria@@@Number of letters@Frequency@Mean Valence all@imageability@@@@@@Arousal all@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
705@obojętny@obojętna@0@indifferent@A@8@1219@4,75@5,24@0,71@4,84@0,5@4,67@0,86@2,6@1,81@3,06@1,98@2,29@1,65@3,9@1,91@3,89@2@3,9@1,87@5,72@2,43@5,45@2,46@6@2,43@3,15@2,16@3,29@2,05@3,05@2,28@4,02@2,29@4,45@2,39@3,64@2,17@@810@
920@poważny@poważna@0@serious / solemn@A@7@2176@4,86@5,58@1,22@4,65@1,19@5,11@1,24@3,6@2,42@3,13@2,44@4,16@2,34@6@1,94@6,38@1,77@5,62@2,06@6,67@2,4@5,95@2,78@7,26@1,89@5,86@2,03@5,88@1,8@5,83@2,36@4,5@2,64@4,48@2,75@4,52@2,6@2@383@
940@prędki@prędka@0@swift@A@6@109@5,62@5,84@1,82@4,71@1,87@6,52@1,25@6,07@2,26@6@2,45@6,17@2,04@6,07@2,12@6,23@1,95@5,9@2,34@4,07@2,29@4,5@2,28@3,6@2,26@4,62@2,42@4,48@2,32@4,76@2,57@4,26@2,32@3,89@2,25@4,54@2,38@@1005@
1074@sceptyczny@sceptyczna@0@skeptical@A@10@119@4,31@4,74@1,69@3,61@1,5@5,16@1,54@3,33@2,13@3,87@2,32@2,68@1,7@4,29@2,49@3,67@2,5@4,9@2,39@6,74@2,35@6,79@2,57@6,7@2,2@4,36@2,55@3,71@2,71@5,22@2,1@3,9@2,62@4,05@2,67@3,76@2,62@@395@
1471@zaskoczony@zaskoczona@0@startled@A@10@5500@5,52@6,06@1,63@5,58@1,61@5,44@1,69@6,5@1,7@6,59@1,76@6,4@1,67@4,52@2,38@5@2,76@3,95@1,72@3,93@2,57@3,62@2,38@4,24@2,77@5,24@2,3@5,5@2,48@5,04@2,2@4,36@2,46@4,58@2,34@4,06@2,65@@410@
1509@zdziwiony@zdziwiona@0@surprised@A@9@3310@4,71@6,2@1,22@4,76@1,09@4,67@1,35@5,36@1,79@5,33@1,43@5,39@2,23@4,17@1,91@4,32@1,91@4@1,95@4,07@2,43@4,73@2,39@3,35@2,32@4,31@1,98@4,05@1,72@4,57@2,23@3,45@2,33@3,61@2,09@3,33@2,53@@422@
1565@zwykły@zwykła@0@plain@A@6@3243@4,93@3,96@1,35@4,82@1,13@5@1,5@2,38@1,65@2,35@1,64@2,42@1,71@4,07@2,61@3,38@2,33@4,76@2,74@5,29@1,69@5,38@1,83@5,2@1,58@3,9@2,35@3,87@2,26@3,95@2,5@5,02@2,31@5,05@2,36@5@2,32@@941@
66@beztroski@beztroska@1@carefree@A@9@468@7,14@4,57@2,07@7,52@1,6@6,76@2,43@3,93@2,41@4@2,41@3,86@2,47@5,17@2,41@5,5@2,69@4,8@2,07@2,15@1,82@1,95@2,08@2,37@1,5@5,1@2,43@5,38@2,52@4,81@2,36@3,93@2,47@4,3@2,72@3,41@2,06@@63@
205@dobry@dobra@1@good@A@5@19901@7,13@5,08@1,58@7,05@1,54@7,21@1,65@4,3@2,52@3,68@2,38@4,95@2,56@6,03@2,25@5,67@2,52@6,32@2,01@3,69@2,3@3,75@2,75@3,64@1,87@6,76@2,4@6,85@2,6@6,68@2,25@3,83@2,62@3,7@3,01@3,95@2,28@@766@
562@miły@miła@1@kind / nice@A@4@4285@7,74@5,6@1,01@7,95@1,05@7,55@0,96@4,47@2,47@4,57@2,62@4,36@2,38@5,55@2,18@4,77@2,33@6,4@1,67@3,27@2,23@3@1,93@3,61@2,57@6,17@2,13@6,28@2,13@6@2,18@3,91@2,77@4,36@3,23@3,43@2,16@2@@
507@ładny@ładna@1@cute / pretty@A@5@1688@7,19@5,84@1,13@7,53@1,12@6,96@1,1@4,98@2,33@5,3@2,49@4,58@2,12@5,74@2,36@6,33@2,61@5,14@1,96@4,32@2,37@4,05@2,36@4,6@2,41@5,98@2,05@6,13@2,32@5,79@1,72@5,42@2,42@5,68@2,42@5,14@2,46@2@326@
978@przyjazny@przyjazna@1@friendly@A@9@528@7,57@5,36@1,9@7,6@2,02@7,53@1,78@5,89@2,72@6,33@2,5@5,5@2,91@5,79@1,94@5,4@2,28@6,14@1,55@3,57@2,37@3,65@2,68@3,5@2,11@7,1@2,22@7,6@2,06@6,64@2,3@4,6@2,49@4,6@2,64@4,59@2,4@@175@
999@radosny@radosna@1@joyful@A@7@992@8,37@6,54@1@8,62@0,67@8,14@1,21@5,55@2,71@5,58@3,08@5,52@2,4@6,8@1,84@7,44@1,63@6,38@1,88@2,65@1,99@2,21@2,12@3,05@1,83@6,35@2,14@6,86@2,1@5,81@2,09@3,55@2,42@2,61@2,2@4,32@2,36@@241@
1172@szczęśliwy@szczęśliwa@1@happy@A@10@4914@8,5@6,28@0,98@8,63@0,68@8,37@1,21@5,95@2,75@5,59@3,03@6,33@2,44@6,68@2,51@6,5@2,83@6,82@2,26@2,71@2,12@2,45@2,04@2,95@2,21@8,12@1,6@8,7@0,66@7,59@1,99@3,33@2,62@3,1@2,65@3,55@2,63@@200@
1343@wesoły@wesoła@1@jolly / merry@A@6@1623@7,46@6,8@1,53@7,37@1,8@7,55@1,3@5,98@2,41@6,43@2,25@5,52@2,54@6,42@2,3@6,62@2,36@6,23@2,29@3,28@1,83@3,42@2,09@3,14@1,59@6,1@2,2@6,25@2,41@6@2,11@3,5@2,63@3,45@2,76@3,55@2,56@2@872@
1382@wspaniały@wspaniała@1@terrific@A@9@4330@8@5,18@1,31@8,1@1,26@7,9@1,37@6,21@2,76@5,88@2,83@6,67@2,68@7,21@2,01@7@2,43@7,45@1,43@3,62@2,4@3,55@2,28@3,7@2,58@6,55@2,33@6,19@2,4@6,9@2,26@4,4@2,86@4,5@3,01@4,33@2,81@@431@
1444@zadowolony@zadowolona@1@satisfied@A@10@6192@7,55@6,12@1,53@7,68@1,55@7,4@1,54@5,29@2,73@5,55@2,97@5@2,47@7,12@2@7,26@1,97@7@2,07@4,17@2,55@3,79@2,52@4,67@2,57@7,31@1,99@7,5@1,87@7,1@2,15@4,41@2,82@4,45@2,91@4,38@2,8@@372@
